Age Range,RemoteWork,EdLevel,YearsCode,DevType,OrgSize,Country,ICorPM,WorkExp,Industry,TotalComp
40,Remote,Bachelors,15,"Developer, full-stack",500 to 999,United States of America,Individual contributor,12,Banking or Financial Services,145000
50,Remote,Bachelors,33,"Developer, full-stack",25,United States of America,Individual contributor,28,Fintech,175000
70,Remote,Professional degree,50,"Developer, desktop or enterprise applications",10000,United States of America,,0,Other,300000
60,Remote,Masters,35,"Developer, back-end",1,United States of America,,0,Other,180000
30,Remote,Masters,7,"Developer, back-end",250,Ukraine,,0,Other,43000
40,Remote,Some college,27,"Developer, full-stack",2500,United States of America,,0,Other,220000
40,Remote,Masters,11,Data scientist or machine learning specialist,500 to 999,United States of America,Individual contributor,17,Software Development,250000
30,Hybrid,Secondary school,9,"Developer, full-stack",250,United States of America,Individual contributor,10,Other,70000
20,In-person,Bachelors,3,"Developer, full-stack",250,United States of America,,0,Other,85000
40,Remote,Masters,20,"Developer, full-stack",2500,United States of America,Individual contributor,15,Software Development,320000
30,Remote,Masters,14,"Developer, full-stack",50,United States of America,Individual contributor,8,Software Development,125000
40,Remote,Bachelors,35,"Developer, front-end",10000,United States of America,,0,Other,135000
20,Remote,Some college,14,"Developer, back-end",50,United States of America,,0,Other,185000
40,Remote,Some college,24,"Developer, full-stack",5,Argentina,Individual contributor,19,Software Development,110000
20,In-person,Bachelors,5,"Developer, full-stack",50,Ukraine,Individual contributor,1,Software Development,8400
60,Hybrid,Bachelors,37,"Developer, back-end",250,United States of America,Individual contributor,39,Software Development,169000
40,In-person,Bachelors,28,Product manager,10000,United States of America,Individual contributor,24,Government,153000
20,In-person,Some college,9,"Developer, back-end",250,United States of America,Individual contributor,3,Other,135000
20,Remote,Bachelors,5,"Developer, back-end",5,Ukraine,Individual contributor,1,Software Development,3600
30,In-person,Bachelors,16,"Developer, back-end",250,United States of America,,0,Other,140000
40,Remote,Bachelors,21,Data engineer,250,United States of America,Individual contributor,19,Fintech,185000
60,In-person,Associates,26,"Developer, full-stack",5,United States of America,,0,Other,110000
30,Remote,Bachelors,11,"Developer, full-stack",50,United States of America,Individual contributor,7,Retail and Consumer Services,206000
50,Remote,Some college,37,"Developer, back-end",50,Argentina,,0,Other,50000
40,Remote,Bachelors,20,Security professional,250,New Zealand,,0,Other,200000
30,Remote,Bachelors,13,Other,250,United States of America,Individual contributor,5,Internet Telecomm or Information Services,155000
50,Remote,Secondary school,23,"Developer, back-end",10000,United States of America,Individual contributor,20,Software Development,215000
40,In-person,Bachelors,28,"Developer, embedded applications or devices",500 to 999,United States of America,,0,Other,135000
50,Remote,Bachelors,28,Data scientist or machine learning specialist,25,United States of America,Individual contributor,23,Other,200000
40,Remote,Some college,34,DevOps specialist,2500,United States of America,Individual contributor,26,Other,250000
50,In-person,Bachelors,30,Data or business analyst,2500,United States of America,Individual contributor,30,Other,150000
60,In-person,Masters,32,"Developer, embedded applications or devices",7500,United States of America,People manager,28,Government,165000
40,Remote,Bachelors,24,"Developer, full-stack",1,United States of America,,0,Other,65000
30,Remote,Bachelors,15,"Developer, back-end",5,Egypt,People manager,10,Healthcare,9600
50,Remote,Bachelors,38,"Developer, mobile",2500,United States of America,Individual contributor,30,Software Development,185000
50,Remote,Some college,25,"Developer, full-stack",10000,United States of America,Individual contributor,30,Higher Education,121000
50,Remote,Some college,20,Engineering manager,7500,United States of America,Individual contributor,28,Government,181000
40,Remote,Bachelors,23,"Developer, full-stack",250,United States of America,,0,Other,185000
30,Remote,Associates,12,"Developer, full-stack",10000,United States of America,Individual contributor,3,Healthcare,95000
40,Remote,Masters,20,Other,50,United States of America,Individual contributor,14,Other,122000
40,Remote,Secondary school,20,"Developer, QA or test",10000,United States of America,Individual contributor,15,Other,200000
40,Remote,Bachelors,20,"Developer, back-end",250,United States of America,Individual contributor,16,Software Development,195000
60,Hybrid,Some college,43,"Developer, back-end",500 to 999,United States of America,Individual contributor,42,Computer Systems Design and Services,190000
40,Remote,Bachelors,25,Engineering manager,2500,United States of America,People manager,16,Banking or Financial Services,229000
40,In-person,Bachelors,8,"Developer, full-stack",7500,United States of America,,0,Other,50000
60,Remote,Secondary school,30,"Developer, front-end",250,United States of America,Individual contributor,30,Transportation or Supply Chain,160000
30,Remote,Secondary school,8,"Developer, full-stack",50,United States of America,Individual contributor,8,Software Development,195000
50,Remote,Masters,30,"Developer, full-stack",250,United States of America,Individual contributor,25,Fintech,160000
40,Remote,Masters,14,"Developer, back-end",7500,Ukraine,,0,Other,90000
50,Remote,Bachelors,33,Research & Development role,500 to 999,United States of America,Individual contributor,25,Other,150000
30,Remote,Bachelors,20,"Developer, full-stack",15,United States of America,,0,Other,85000
40,Remote,Professional degree,6,Academic researcher,7500,United States of America,Individual contributor,9,Higher Education,120000
40,Remote,Bachelors,10,"Developer, full-stack",50,United States of America,Individual contributor,10,Fintech,180000
20,Hybrid,Masters,8,"Developer, AI",10000,United States of America,,0,Other,115000
40,Remote,Bachelors,7,"Developer, full-stack",25,United States of America,Individual contributor,7,Banking or Financial Services,98000
30,Remote,Bachelors,13,"Developer, full-stack",250,Ukraine,Individual contributor,12,Computer Systems Design and Services,84000
30,In-person,Bachelors,13,"Developer, game or graphics",250,United States of America,,0,Other,65000
30,Hybrid,Bachelors,15,"Senior Executive (C-Suite, VP, etc.)",15,United States of America,Individual contributor,20,Retail and Consumer Services,106000
20,Remote,Some college,3,"Developer, full-stack",1,Philippines,,0,Other,24000
60,Remote,Associates,33,"Developer, full-stack",5,United States of America,Individual contributor,33,Government,130000
50,Remote,Masters,40,Other,2500,United States of America,People manager,28,Software Development,362000
30,Remote,Bachelors,8,Scientist,10000,United States of America,Individual contributor,3,Internet Telecomm or Information Services,150000
50,Hybrid,Bachelors,35,Cloud infrastructure engineer,10000,United States of America,,0,Other,250000
30,Remote,Bachelors,10,"Developer, embedded applications or devices",7500,United States of America,,0,Other,87000
30,Remote,Some college,18,"Developer, full-stack",50,United States of America,Individual contributor,4,Fintech,110000
50,Remote,Bachelors,5,Data engineer,10000,United States of America,,0,Other,80000
40,Hybrid,Masters,35,"Developer, full-stack",50,United States of America,People manager,20,Internet Telecomm or Information Services,200000
20,In-person,Masters,13,"Developer, full-stack",250,United States of America,,0,Other,165000
60,Hybrid,Masters,30,Product manager,50,Ecuador,Individual contributor,25,Software Development,55000
20,In-person,Bachelors,6,Data or business analyst,50,United States of America,Individual contributor,2,Manufacturing,67000
60,Remote,Masters,40,"Developer, back-end",10000,United States of America,Individual contributor,40,Government,100000
30,Hybrid,Bachelors,10,"Developer, desktop or enterprise applications",10000,United States of America,Individual contributor,6,Government,104000
50,Hybrid,Masters,5,"Developer, full-stack",10000,United States of America,Individual contributor,5,Government,134000
20,Hybrid,Bachelors,8,"Developer, front-end",50,United States of America,,0,Other,78634
30,Hybrid,Bachelors,10,"Developer, back-end",250,Ukraine,Individual contributor,4,Media & Advertising Services,30000
50,Hybrid,Bachelors,34,Engineering manager,10000,United States of America,,0,Other,160000
30,In-person,Bachelors,14,"Developer, embedded applications or devices",7500,United States of America,People manager,6,Energy,130000
30,Remote,Secondary school,15,"Developer, full-stack",5,United States of America,Individual contributor,2,Computer Systems Design and Services,84000
30,Hybrid,Masters,18,"Developer, back-end",250,United States of America,Individual contributor,13,Retail and Consumer Services,222000
40,Remote,Bachelors,12,"Developer, back-end",500 to 999,United States of America,Individual contributor,19,Other,180000
40,Remote,Bachelors,21,Blockchain,250,Portugal,Individual contributor,14,Banking or Financial Services,65000
30,Hybrid,Bachelors,12,"Developer, full-stack",5,United States of America,Individual contributor,12,Manufacturing,100000
40,Hybrid,Professional degree,15,Data scientist or machine learning specialist,500 to 999,United States of America,Individual contributor,9,Fintech,200000
60,Remote,Associates,39,"Developer, full-stack",25,United States of America,,0,Other,74000
20,In-person,Associates,10,"Developer, full-stack",2500,United States of America,Individual contributor,4,Higher Education,70000
30,Remote,Bachelors,15,"Developer, mobile",250,Argentina,Individual contributor,15,Software Development,126000
20,Remote,Secondary school,8,"Developer, full-stack",5,United States of America,Individual contributor,2,Software Development,36000
60,Remote,Bachelors,40,"Developer, full-stack",1,United States of America,,0,Other,80000
40,Remote,Some college,13,"Developer, mobile",10000,United States of America,Individual contributor,7,Retail and Consumer Services,155000
